"finding_id","fingerprint","rule_id","severity","security_severity","file","line","message","category","runtime_reachability","evidence","remediation","owner","review_date","expiry_date","source_candidate","fresh_sarif_sha256"
"post-run-1-result-39","rule:js/insecure-randomness|primaryLocationLineHash:7ec2babcd141be29:1|primaryLocationStartColumnFingerprint:16|artifact:geezle-backend/src/services/planPurchase.service.ts|line:131","js/insecure-randomness","warning","7.8","geezle-backend/src/services/planPurchase.service.ts","131","This uses a cryptographically insecure random number generated at [Math.random()](1) in a security context.","verified false positive","production-runtime/authenticated-route","The random value is used for an internal plan identifier in the in-process plan catalog, not for authentication, authorization, password, session, or capability material.","Verified false positive for this non-security identifier use; re-review if the identifier becomes a security capability.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-40","rule:js/sensitive-get-query|primaryLocationLineHash:2d2ff105fa586ef6:1|primaryLocationStartColumnFingerprint:50|artifact:geezle-backend/src/controllers/location.controller.ts|line:41","js/sensitive-get-query","warning","6.5","geezle-backend/src/controllers/location.controller.ts","41","[Route handler](1) for GET requests uses query parameter as sensitive data.","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-41","rule:js/sensitive-get-query|primaryLocationLineHash:176fb46897d54e87:1|primaryLocationStartColumnFingerprint:68|artifact:geezle-backend/src/controllers/location.controller.ts|line:42","js/sensitive-get-query","warning","6.5","geezle-backend/src/controllers/location.controller.ts","42","[Route handler](1) for GET requests uses query parameter as sensitive data.","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-42","rule:js/sensitive-get-query|primaryLocationLineHash:ac27ce33cb1ad700:1|primaryLocationStartColumnFingerprint:30|artifact:geezle-backend/src/routes/marketplace.routes.ts|line:128","js/sensitive-get-query","warning","6.5","geezle-backend/src/routes/marketplace.routes.ts","128","[Route handler](1) for GET requests uses query parameter as sensitive data.","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-43","rule:js/sensitive-get-query|primaryLocationLineHash:eb6523d27f6ff766:1|primaryLocationStartColumnFingerprint:31|artifact:geezle-backend/src/routes/marketplace.routes.ts|line:129","js/sensitive-get-query","warning","6.5","geezle-backend/src/routes/marketplace.routes.ts","129","[Route handler](1) for GET requests uses query parameter as sensitive data.","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-44","rule:js/log-injection|primaryLocationLineHash:94f0c65869a37c16:1|primaryLocationStartColumnFingerprint:38|artifact:geezle-backend/src/controllers/adminController.ts|line:63","js/log-injection","error","6.1","geezle-backend/src/controllers/adminController.ts","63","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","The current sink remains reported, but all request, identifier, and body-derived values are passed through bounded safeLogLine serialization, which removes CR/LF/control characters and redacts sensitive object keys before logging.","Remediation is present in the candidate source; focused safe-log tests cover single-line bounded output and redaction.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-45","rule:js/log-injection|primaryLocationLineHash:e5dde95563889e4d:1|primaryLocationStartColumnFingerprint:40|artifact:geezle-backend/src/controllers/adminController.ts|line:114","js/log-injection","error","6.1","geezle-backend/src/controllers/adminController.ts","114","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","The current sink remains reported, but all request, identifier, and body-derived values are passed through bounded safeLogLine serialization, which removes CR/LF/control characters and redacts sensitive object keys before logging.","Remediation is present in the candidate source; focused safe-log tests cover single-line bounded output and redaction.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-46","rule:js/log-injection|primaryLocationLineHash:87333c1131d0c3cf:1|primaryLocationStartColumnFingerprint:31|artifact:geezle-backend/src/controllers/adminController.ts|line:166","js/log-injection","error","6.1","geezle-backend/src/controllers/adminController.ts","166","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","The current sink remains reported, but all request, identifier, and body-derived values are passed through bounded safeLogLine serialization, which removes CR/LF/control characters and redacts sensitive object keys before logging.","Remediation is present in the candidate source; focused safe-log tests cover single-line bounded output and redaction.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-47","rule:js/log-injection|primaryLocationLineHash:50a2d851a062114e:1|primaryLocationStartColumnFingerprint:33|artifact:geezle-backend/src/controllers/adminController.ts|line:182","js/log-injection","error","6.1","geezle-backend/src/controllers/adminController.ts","182","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","The current sink remains reported, but all request, identifier, and body-derived values are passed through bounded safeLogLine serialization, which removes CR/LF/control characters and redacts sensitive object keys before logging.","Remediation is present in the candidate source; focused safe-log tests cover single-line bounded output and redaction.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-48","rule:js/log-injection|primaryLocationLineHash:20188a83a449cbd8:1|primaryLocationStartColumnFingerprint:27|artifact:geezle-backend/src/controllers/adminController.ts|line:226","js/log-injection","error","6.1","geezle-backend/src/controllers/adminController.ts","226","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","The current sink remains reported, but all request, identifier, and body-derived values are passed through bounded safeLogLine serialization, which removes CR/LF/control characters and redacts sensitive object keys before logging.","Remediation is present in the candidate source; focused safe-log tests cover single-line bounded output and redaction.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-49","rule:js/log-injection|primaryLocationLineHash:a9e3e37dd6d354a5:1|primaryLocationStartColumnFingerprint:29|artifact:geezle-backend/src/controllers/adminController.ts|line:242","js/log-injection","error","6.1","geezle-backend/src/controllers/adminController.ts","242","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","The current sink remains reported, but all request, identifier, and body-derived values are passed through bounded safeLogLine serialization, which removes CR/LF/control characters and redacts sensitive object keys before logging.","Remediation is present in the candidate source; focused safe-log tests cover single-line bounded output and redaction.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-50","rule:js/log-injection|primaryLocationLineHash:a9e3e37dd6d354a5:1|primaryLocationStartColumnFingerprint:57|artifact:geezle-backend/src/controllers/adminController.ts|line:242","js/log-injection","error","6.1","geezle-backend/src/controllers/adminController.ts","242","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","The current sink remains reported, but all request, identifier, and body-derived values are passed through bounded safeLogLine serialization, which removes CR/LF/control characters and redacts sensitive object keys before logging.","Remediation is present in the candidate source; focused safe-log tests cover single-line bounded output and redaction.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-51","rule:js/log-injection|primaryLocationLineHash:8cb4f6d6dbb53d3a:1|primaryLocationStartColumnFingerprint:29|artifact:geezle-backend/src/controllers/adminController.ts|line:257","js/log-injection","error","6.1","geezle-backend/src/controllers/adminController.ts","257","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","The current sink remains reported, but all request, identifier, and body-derived values are passed through bounded safeLogLine serialization, which removes CR/LF/control characters and redacts sensitive object keys before logging.","Remediation is present in the candidate source; focused safe-log tests cover single-line bounded output and redaction.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-52","rule:js/log-injection|primaryLocationLineHash:57fe1bdbae9d6993:1|primaryLocationStartColumnFingerprint:36|artifact:geezle-backend/src/controllers/adminController.ts|line:327","js/log-injection","error","6.1","geezle-backend/src/controllers/adminController.ts","327","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","The current sink remains reported, but all request, identifier, and body-derived values are passed through bounded safeLogLine serialization, which removes CR/LF/control characters and redacts sensitive object keys before logging.","Remediation is present in the candidate source; focused safe-log tests cover single-line bounded output and redaction.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-53","rule:js/log-injection|primaryLocationLineHash:e9fc23841409b58c:1|primaryLocationStartColumnFingerprint:56|artifact:geezle-backend/src/controllers/cmsController.ts|line:1248","js/log-injection","error","6.1","geezle-backend/src/controllers/cmsController.ts","1248","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-54","rule:js/log-injection|primaryLocationLineHash:b3405c603111574a:1|primaryLocationStartColumnFingerprint:66|artifact:geezle-backend/src/controllers/cmsController.ts|line:1257","js/log-injection","error","6.1","geezle-backend/src/controllers/cmsController.ts","1257","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-55","rule:js/log-injection|primaryLocationLineHash:7345b70fb9012ba1:1|primaryLocationStartColumnFingerprint:51|artifact:geezle-backend/src/controllers/cmsController.ts|line:1258","js/log-injection","error","6.1","geezle-backend/src/controllers/cmsController.ts","1258","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-56","rule:js/log-injection|primaryLocationLineHash:dad594c2d19b543:1|primaryLocationStartColumnFingerprint:51|artifact:geezle-backend/src/controllers/community.ads.controller.ts|line:2312","js/log-injection","error","6.1","geezle-backend/src/controllers/community.ads.controller.ts","2312","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-57","rule:js/log-injection|primaryLocationLineHash:4545a0d050e3b286:1|primaryLocationStartColumnFingerprint:57|artifact:geezle-backend/src/controllers/filesController.ts|line:3333","js/log-injection","error","6.1","geezle-backend/src/controllers/filesController.ts","3333","Log entry depends on a [user-provided value](1). Log entry depends on a [user-provided value](2).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-58","rule:js/log-injection|primaryLocationLineHash:78da8e3ffedd4607:1|primaryLocationStartColumnFingerprint:57|artifact:geezle-backend/src/controllers/filesController.ts|line:3340","js/log-injection","error","6.1","geezle-backend/src/controllers/filesController.ts","3340","Log entry depends on a [user-provided value](1). Log entry depends on a [user-provided value](2).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-59","rule:js/log-injection|primaryLocationLineHash:f9ab4c5f2169f313:1|primaryLocationStartColumnFingerprint:51|artifact:geezle-backend/src/controllers/filesController.ts|line:3347","js/log-injection","error","6.1","geezle-backend/src/controllers/filesController.ts","3347","Log entry depends on a [user-provided value](1). Log entry depends on a [user-provided value](2).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-60","rule:js/log-injection|primaryLocationLineHash:c78ef35e47e27317:1|primaryLocationStartColumnFingerprint:48|artifact:geezle-backend/src/controllers/filesController.ts|line:3359","js/log-injection","error","6.1","geezle-backend/src/controllers/filesController.ts","3359","Log entry depends on a [user-provided value](1). Log entry depends on a [user-provided value](2).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-61","rule:js/log-injection|primaryLocationLineHash:f0cf27c79191962c:1|primaryLocationStartColumnFingerprint:47|artifact:geezle-backend/src/controllers/filesController.ts|line:3362","js/log-injection","error","6.1","geezle-backend/src/controllers/filesController.ts","3362","Log entry depends on a [user-provided value](1). Log entry depends on a [user-provided value](2).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-62","rule:js/log-injection|primaryLocationLineHash:6fa1e17f8292d9a0:1|primaryLocationStartColumnFingerprint:40|artifact:geezle-backend/src/controllers/filesController.ts|line:3372","js/log-injection","error","6.1","geezle-backend/src/controllers/filesController.ts","3372","Log entry depends on a [user-provided value](1). Log entry depends on a [user-provided value](2). Log entry depends on a [user-provided value](3). Log entry depends on a [user-provided value](4). Log entry depends on a [user-provided value](5). Log entry depends on a [user-provided value](6). Log entry depends on a [user-provided value](7).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-63","rule:js/log-injection|primaryLocationLineHash:a4c6f61247afe961:1|primaryLocationStartColumnFingerprint:41|artifact:geezle-backend/src/controllers/filesController.ts|line:3529","js/log-injection","error","6.1","geezle-backend/src/controllers/filesController.ts","3529","Log entry depends on a [user-provided value](1). Log entry depends on a [user-provided value](2). Log entry depends on a [user-provided value](3). Log entry depends on a [user-provided value](4). Log entry depends on a [user-provided value](5). Log entry depends on a [user-provided value](6). Log entry depends on a [user-provided value](7).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-64","rule:js/log-injection|primaryLocationLineHash:15a9a829daa3e1bd:1|primaryLocationStartColumnFingerprint:43|artifact:geezle-backend/src/controllers/withdrawal.controller.ts|line:594","js/log-injection","error","6.1","geezle-backend/src/controllers/withdrawal.controller.ts","594","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-65","rule:js/log-injection|primaryLocationLineHash:91514e3ffe10f9ca:1|primaryLocationStartColumnFingerprint:58|artifact:geezle-backend/src/middleware/admin.middleware.ts|line:6","js/log-injection","error","6.1","geezle-backend/src/middleware/admin.middleware.ts","6","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-66","rule:js/log-injection|primaryLocationLineHash:1c29ff3a943fc788:1|primaryLocationStartColumnFingerprint:67|artifact:geezle-backend/src/routes/cms.ts|line:84","js/log-injection","error","6.1","geezle-backend/src/routes/cms.ts","84","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-67","rule:js/log-injection|primaryLocationLineHash:fcccff77717b1225:1|primaryLocationStartColumnFingerprint:0|artifact:geezle-backend/src/server.ts|line:3954","js/log-injection","error","6.1","geezle-backend/src/server.ts","3954","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-68","rule:js/log-injection|primaryLocationLineHash:86deb49d1797eb8:1|primaryLocationStartColumnFingerprint:31|artifact:geezle-backend/src/server.ts|line:5044","js/log-injection","error","6.1","geezle-backend/src/server.ts","5044","Log entry depends on a [user-provided value](1).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-69","rule:js/http-to-file-access|primaryLocationLineHash:b401f4592d814ad5:1|primaryLocationStartColumnFingerprint:34|artifact:geezle-backend/src/controllers/community.admin.controller.ts|line:29","js/http-to-file-access","warning","6.3","geezle-backend/src/controllers/community.admin.controller.ts","29","Write to file system depends on [Untrusted data](1). Write to file system depends on [Untrusted data](2). Write to file system depends on [Untrusted data](3).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-70","rule:js/http-to-file-access|primaryLocationLineHash:71c5b9fb43a66a2:1|primaryLocationStartColumnFingerprint:21|artifact:geezle-backend/src/controllers/filesController.ts|line:393","js/http-to-file-access","warning","6.3","geezle-backend/src/controllers/filesController.ts","393","Write to file system depends on [Untrusted data](1). Write to file system depends on [Untrusted data](2).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-71","rule:js/http-to-file-access|primaryLocationLineHash:3d73dc2965c277cb:1|primaryLocationStartColumnFingerprint:36|artifact:geezle-backend/src/modules/resume/resume.storage.service.ts|line:24","js/http-to-file-access","warning","6.3","geezle-backend/src/modules/resume/resume.storage.service.ts","24","Write to file system depends on [Untrusted data](1).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-72","rule:js/http-to-file-access|primaryLocationLineHash:1f6b522868176008:1|primaryLocationStartColumnFingerprint:27|artifact:geezle-backend/src/services/systemBackup.service.ts|line:245","js/http-to-file-access","warning","6.3","geezle-backend/src/services/systemBackup.service.ts","245","Write to file system depends on [Untrusted data](1). Write to file system depends on [Untrusted data](2). Write to file system depends on [Untrusted data](3).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-73","rule:js/http-to-file-access|primaryLocationLineHash:62cb472d42655cf3:1|primaryLocationStartColumnFingerprint:32|artifact:geezle-backend/src/utils/atomicFile.ts|line:18","js/http-to-file-access","warning","6.3","geezle-backend/src/utils/atomicFile.ts","18","Write to file system depends on [Untrusted data](1). Write to file system depends on [Untrusted data](2). Write to file system depends on [Untrusted data](3). Write to file system depends on [Untrusted data](4). Write to file system depends on [Untrusted data](5). Write to file system depends on [Untrusted data](6). Write to file system depends on [Untrusted data](7).","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-74","rule:js/file-system-race|primaryLocationLineHash:60d1cbeb31df5922:1|primaryLocationStartColumnFingerprint:19|artifact:geezle-backend/src/services/systemBackup.service.ts|line:1032","js/file-system-race","warning","7.7","geezle-backend/src/services/systemBackup.service.ts","1032","The file may have changed since it [was checked](1).","accepted safe pattern","production-runtime-authenticated-route","Backup traversal is bounded to the server-owned backup root and enumerates regular files with size limits before reading; external clients cannot select an arbitrary filesystem root or path outside the backup scope.","Backup-root containment","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"candidate-e987826fa-result-new-1","rule:js/user-controlled-bypass|primaryLocationLineHash:217eed7337747948:1|primaryLocationStartColumnFingerprint:17|artifact:geezle-backend/src/controllers/admin2fa.controller.ts|line:308","js/user-controlled-bypass","error","7.8","geezle-backend/src/controllers/admin2fa.controller.ts","308","This condition guards a sensitive [action](1), but a [user-provided value](2) controls it. This condition guards a sensitive [action](1), but a [user-provided value](3) controls it.","accepted safe pattern","production-runtime/authenticated setup route","Request-body token presence alone does not authorize MFA enrollment. Enrollment is gated by the server-side setup-challenge lookup, challenge entropy/format, expiry, purpose binding, user binding, active staff state, effective MFA requirement, enrollment state, waiver state, valid TOTP confirmation, and atomic challenge consumption. The setup path issues no normal authenticated session.","Retain setup-challenge binding, expiry, rate limits, TOTP verification, and atomic single-use consumption tests.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-75","rule:js/user-controlled-bypass|primaryLocationLineHash:b46e8d94b7a119ac:1|primaryLocationStartColumnFingerprint:5|artifact:geezle-backend/src/controllers/admin2fa.controller.ts|line:613","js/user-controlled-bypass","error","7.8","geezle-backend/src/controllers/admin2fa.controller.ts","613","This condition guards a sensitive [action](1), but a [user-provided value](2) controls it. This condition guards a sensitive [action](1), but a [user-provided value](3) controls it.","accepted safe pattern","production-runtime/public-route","The challenge token is used only to retrieve a server-created appSetting containing the bound userId and expiry; invalid or expired tokens are rejected before the TOTP/backup-code check","and the submitted code never selects the account.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-76","rule:js/user-controlled-bypass|primaryLocationLineHash:b46e8d94b7a119ac:1|primaryLocationStartColumnFingerprint:24|artifact:geezle-backend/src/controllers/admin2fa.controller.ts|line:613","js/user-controlled-bypass","error","7.8","geezle-backend/src/controllers/admin2fa.controller.ts","613","This condition guards a sensitive [action](1), but a [user-provided value](2) controls it. This condition guards a sensitive [action](1), but a [user-provided value](3) controls it.","accepted safe pattern","production-runtime/public-route","The challenge token is used only to retrieve a server-created appSetting containing the bound userId and expiry; invalid or expired tokens are rejected before the TOTP/backup-code check","and the submitted code never selects the account.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
"post-run-1-result-77","rule:js/user-controlled-bypass|primaryLocationLineHash:8f5ac0d4e715df50:1|primaryLocationStartColumnFingerprint:5|artifact:geezle-backend/src/controllers/admin.systemSettings.controller.ts|line:895","js/user-controlled-bypass","error","7.8","geezle-backend/src/controllers/admin.systemSettings.controller.ts","895","This condition guards a sensitive [action](1), but a [user-provided value](2) controls it.","accepted safe pattern","production-runtime/authenticated-route","The recipient value only selects validation/error behavior; the route is protected by requirePermission('settings.enterprise_change') before testEmailSettings executes and normalized email settings are validated before transport use.","The route-level permission guard is covered by g2.6i.authorization-bypass.regression.test.ts; retain server-side permission enforcement.","Backend security owner","2026-09-24","","4fa003df704a3a369a1923dd1d752fc937ddd971","CBD3A5440642321E771B6808257B0CFEFD934E1106C504854E11889C4F7B5053"
